0.1908132678,4.76E-05,4.47E-05,0.1917983896
0.1811273166,5.20E-05,4.46E-05,0.263389339
0.1763952203,5.96E-05,4.45E-05,0.2452046504
0.1688963227,7.38E-05,4.45E-05,0.2824518051
0.1878443765,0.00010554,4.44E-05,0.2831402755
0.1882538552,0.0001979517,4.43E-05,0.2837400737
0.1886257067,0.0006616687,4.42E-05,0.284270396
0.1889651774,0.0105807141,4.41E-05,0.2847448813
0.1892766807,0.1431637007,4.40E-05,0.2851735474
0.1895638881,0.1431687782,4.40E-05,0.2855639622
0.1898298536,0.1431738534,4.39E-05,0.2859219794
0.1900771282,0.1431789268,4.38E-05,0.2862522174
0.1903078564,0.1431839982,4.37E-05,0.2865583832
0.1905238524,0.1431890679,4.36E-05,0.2868434975
0.1907266618,0.1431941352,4.36E-05,0.2871100523
0.1909176105,0.1431992005,4.35E-05,0.2873601283
0.1910978419,0.143204264,4.34E-05,0.2875954805
0.1912683495,0.1432093259,4.33E-05,0.2878176014
0.1914299999,0.1432143854,4.33E-05,0.288027771
0.191583554,0.1432194431,4.32E-05,0.2882270966
0.1917296824,0.1432244989,4.31E-05,0.2884165403
0.1918689791,0.1432295529,4.30E-05,0.2885969446
0.1920019729,0.1432346045,4.29E-05,0.2887690499
0.1921291359,0.1432396544,4.29E-05,0.288933513
0.1922508907,0.1432447022,4.28E-05,0.2890909154
0.1923676185,0.1432497484,4.27E-05,0.2892417774
0.1924796625,0.1432547921,4.26E-05,0.2893865652
0.1925873336,0.1432598338,4.26E-05,0.2895256975
0.1926909143,0.1432648741,4.25E-05,0.2896595524
0.1927906614,0.143269912,4.24E-05,0.2897884729
0.1928868097,0.1432749485,4.23E-05,0.2899127698
0.1929795739,0.1432799826,4.23E-05,0.2900327261
0.1930691506,0.1432850147,4.22E-05,0.2901486014
0.193155721,0.143290045,4.21E-05,0.2902606323
0.1932394516,0.1432950732,4.20E-05,0.2903690364
0.1933204964,0.1433000998,4.20E-05,0.2904740137
0.1933989974,0.1433051242,4.19E-05,0.2905757491
0.1934750865,0.1433101466,4.18E-05,0.2906744128
0.1935488861,0.1433151669,4.17E-05,0.2907701628
0.1936205096,0.1433201858,4.17E-05,0.2908631454
0.1936900628,0.1433252024,4.16E-05,0.2909534963
0.1937576443,0.1433302175,4.15E-05,0.2910413423
0.1938233465,0.1433352301,4.14E-05,0.2911268016
0.1938872552,0.1433402408,4.14E-05,0.2912099837
0.1939494512,0.1433452496,4.13E-05,0.2912909917
0.1940100098,0.1433502564,4.12E-05,0.2913699219
0.1940690022,0.1433552615,4.12E-05,0.2914468648
0.1941264948,0.1433602648,4.11E-05,0.2915219046
0.1941825505,0.1433652656,4.10E-05,0.2915951214
0.1942372283,0.1433702648,4.10E-05,0.2916665904
0.1942905838,0.1433752618,4.09E-05,0.2917363815
0.1943426697,0.1433802571,4.08E-05,0.2918045614
0.1943935355,0.1433852507,4.07E-05,0.2918711934
0.1944432281,0.1433902421,4.07E-05,0.2919363364
0.1944917919,0.1433952318,4.06E-05,0.2920000468
0.1945392691,0.1434002191,4.05E-05,0.2920623773
0.1945856996,0.1434052043,4.05E-05,0.2921233787
0.1946311211,0.1434101881,4.04E-05,0.2921830986
0.1946755696,0.1434151697,4.03E-05,0.2922415824
0.1947190794,0.1434201493,4.03E-05,0.2922988732
0.1947616828,0.1434251275,4.02E-05,0.2923550122
0.1948034109,0.1434301032,4.01E-05,0.2924100376
0.1948442929,0.1434350775,4.01E-05,0.2924639873
0.1948843572,0.1434400497,4.00E-05,0.2925168964
0.1949236303,0.1434450201,3.99E-05,0.2925687986
0.1949621381,0.1434499881,3.99E-05,0.2926197261
0.1949999047,0.1434549543,3.98E-05,0.2926697097
0.1950369535,0.1434599185,3.97E-05,0.2927187788
0.1950733068,0.1434648808,3.97E-05,0.2927669609
0.195108986,0.1434698414,3.96E-05,0.2928142837
0.1951440117,0.1434747999,3.95E-05,0.2928607726
0.195178403,0.1434797566,3.95E-05,0.2929064519
0.1952121791,0.1434847115,3.94E-05,0.2929513455
0.1952453578,0.1434896644,3.93E-05,0.292995476
0.1952779563,0.1434946154,3.93E-05,0.2930388651
0.1953099914,0.1434995643,3.92E-05,0.2930815336
0.1953414787,0.1435045119,3.91E-05,0.2931235019
0.1953724335,0.1435094569,3.91E-05,0.2931647887
0.1954028705,0.1435144002,3.90E-05,0.2932054124
0.1954328041,0.143519341,3.90E-05,0.2932453915
0.1954622476,0.1435242804,3.89E-05,0.2932847426
0.1954912142,0.1435292176,3.88E-05,0.2933234819
0.1955197164,0.1435341531,3.88E-05,0.2933616258
0.1955477665,0.1435390865,3.87E-05,0.2933991897
0.1955753759,0.1435440184,3.86E-05,0.2934361874
0.1956025561,0.1435489479,3.86E-05,0.2934726342
0.1956293179,0.1435538759,3.85E-05,0.2935085431
0.1956556718,0.1435588017,3.85E-05,0.2935439277
0.1956816279,0.1435637258,3.84E-05,0.2935788003
0.1957071959,0.1435686478,3.83E-05,0.2936131741
0.1957323855,0.143573568,3.83E-05,0.29364706
0.1957572055,0.1435784864,3.82E-05,0.2936804698
0.1957816648,0.143583403,3.81E-05,0.2937134152
0.195805772,0.1435883175,3.81E-05,0.2937459063
0.1958295353,0.1435932302,3.80E-05,0.2937779538
0.1958529628,0.1435981407,3.80E-05,0.293809568
0.1958760619,0.1436030495,3.79E-05,0.2938407579
0.1958988403,0.1436079565,3.78E-05,0.2938715338
0.1959213052,0.1436128616,3.78E-05,0.2939019043
0.1959434639,0.1436177647,3.77E-05,0.2939318786
